uuid,z1,z2
01b496bd-4bee-4b8b-8ca0-d1c79825003d,0.7710927,0.5539418
01b4f4cd-f5e5-4a00-a455-b9b51dd62419,0.82539237,0.49715957
01b67f1c-6f0b-4739-96ff-bb091853d5c0,0.76609427,0.54064775
01bb17fe-f3fa-4887-bb66-0b7611ca7f2f,0.37691832,0.70823437
01bb9bd3-2fe9-40fd-b081-fc210dbc38a4,0.5980026,0.18406828
01bc6d2e-46a8-4621-aae8-156cc96c79af,0.704581,0.33370537
01bcbd33-6ab6-4cf5-bd81-35f22805b0eb,0.83577317,0.6377304
01bcc5f2-87dd-467d-b31f-a1d36d062274,0.86462367,0.5006665
01bcc749-bbcc-42ac-9924-c893afc05e5a,0.72327495,0.11636743
01bccf76-e0c6-45cc-aae1-8b6319cbe490,0.85387594,0.5382034
01bcf631-922d-4b1e-a0ae-288ca9e91f29,0.8310651,0.54133224
01bd3822-cd0e-4887-ace2-3214fe7ae194,0.28147438,0.12108527
01bde0da-02d9-4d9f-9f4e-2e19e030ea28,0.7209798,0.20347123
01c336c9-a609-446b-abb2-a03c756fbdb7,0.35321483,0.12506986
01c341ea-0d89-452a-8878-976abeb02603,0.66994935,0.29169464
01c55303-2015-493b-88b5-bd78ba2f2acf,0.8682879,0.54081786
01c59f5f-75b4-4914-965a-391992d14979,0.28337562,0.10858375
01c5c7f3-a66b-4c8f-8926-9b896d139560,0.85272104,0.62958515
01c6655c-c117-464c-9750-e9d76add04b1,0.68132836,0.14923304
01ca0acb-4027-4960-ad04-3033f646c19b,0.3926695,0.11917371
01cab7b0-a5e7-458c-8590-f1d21a0480b5,0.7446423,0.36321574
01cdd64d-cbbd-4ecd-a441-6679e3864c48,0.56690437,0.42162117
01d0ff93-36bd-448f-b853-4f58a64b6d63,0.8130436,0.23655625
01d1185c-7a99-4628-9970-a83785297b87,0.71358126,0.8915137
01d35fc4-ef08-43b8-9443-2cf0a9230592,0.7852372,0.3956561
01d49d6c-dec4-4d74-a6c8-ae5b3443eac0,0.58506626,0.77625245
01d4cb76-8a8e-4ea0-866d-ba4d0717e013,0.7323577,0.18332447
01d4fa33-b883-402a-8339-8527319ece56,0.8902578,0.2950042
01d500ab-0ad1-4d69-9bdc-31d48a272462,0.7181029,0.13355394
01d803c1-3e46-42da-82b2-651b489fa251,0.85907775,0.3958827
01da3568-b274-4041-9f45-0d4b274c1ce5,0.909493,0.3364849
01da8447-307e-477e-a74e-698b6706a404,0.7519664,0.4024947
01dd5d3e-da99-4ba1-8f85-29d931103290,0.36031687,0.4522028
01dd6fa7-9d51-4bdd-ad12-b8e138bd3c4d,0.7311204,0.5852519
01de79ac-ce9d-4e18-b22a-4af5fc74d7de,0.45795074,0.45386207
01e02dc6-0a50-418d-81b4-51b84b42db42,0.5679884,0.21744595
01e08066-a348-4a5a-ba36-7de113767287,0.5137886,0.38548288
01e09943-0785-491f-83f8-7a9b28ceab60,0.32922348,0.73680484
01e2e1ca-ea88-411a-b553-1a55716508fb,0.80194634,0.61952466
01e48771-7239-46b2-ba8d-313e60fc5b9c,0.88467515,0.65534323
