id,uuid,ip_hash,sex,age,region,politica,datetime,score,zone
205,ca97c91e-b31e-4178-b6ff-1c5ab44cdb34,f7852e265bd352ffda845d2ca2a4a0ff36541389b95ad490a5bb37a20565886a7796fd241c839de036d07f2a5cd2cd58f16e7976ba64db2a7a6b9bb54a15d8ae,Femenino,24,Antioquia,5,2019-12-04 11:42:13.138786-05,,Ciudad
211,3629e9d9-5a7d-403d-8a33-78b537ab6136,60c71f5de068234493672bbc6df7be263d99a9fd2159f6f6e0cb2c0c974be7744b1cafaf1b1b4853d492a3a50a0bc82e642aba988ed2f29236a6ef68a3458e55,Femenino,35,Bogotá D.C.,5,2019-12-04 12:53:39.682357-05,,""
212,b1bf01b1-b225-4963-a4c9-24d64e6a7115,362152c915fa06bfdfa259aaff50038d28719d66eb501f96df2de172e7d4def3c9e5ec54b0c9bcbb2b425963bdc3938a30ff36687e1272ceb61f0082b5d4470e,Masculino,41,Bogotá D.C.,2,2019-12-04 12:53:47.434826-05,,Ciudad
215,1f23325f-2d89-4194-b954-4aafa01765e8,d313acaa2d5f000aee6a293c8eb92de03a50d246376b8356451ca5493cd2d6962d82867826ef1aadd6d6564f3700ab35175854b0b9e0269d478144dca0ba4e18,Femenino,23,Valle del Cauca,3,2019-12-04 13:31:23.27743-05,,Ciudad
217,e88880af-1100-4afc-957e-17251ec5ad5c,b6ff2486b441ed4e1b3c39b7315c89e1959f4a74c66b5097bd194d2435cb814638d59ad7c38038ce9cd178c3c96abfed3696da083258786d8a004e29c8d5f736,Masculino,33,Bogotá D.C.,5,2019-12-04 13:47:55.851645-05,,Rural
221,cd4500d1-9ed5-4ab8-8cda-bba365ff4646,8a4f10e1b447ba54b0ad8cacf4d66e16b5631cff16957b767b1fb96fa751d0609c082528b527ec132a4cdac833bdbb502cdd92727be8b73d03e90d6419649313,Femenino,26,Bogotá D.C.,0,2019-12-04 14:33:47.760105-05,,Ciudad
223,01dcd30a-d069-4e69-b65a-9c53c4a587da,21e3e464cfccb41e0ff74de510247f87cb883dd034695cf423c643d9095bb662bc3e06c4d40308d58769387b3d54fcc93c27f166ecf6bbfd7e764b9867afdf5f,Masculino,30,Bogotá D.C.,4,2019-12-04 15:08:37.147891-05,,Centro Urbano
226,132584cc-8dce-433a-8c9e-5b2fc0a33f3a,45c8cd854bd6a3e9d576876158b73676d58f2fd0f704cd6af5f9f1bfff4077fd846a60f45f639b40c49d3926ce3f1c1561192c2c0863313c170d874a70f7ca22,Femenino,48,Bogotá D.C.,5,2019-12-04 15:17:07.75129-05,,Ciudad
230,37fc03a0-ac26-4732-acf9-73e827b4286b,55bbc586bae36d1a56a8ca0221c932c2239b74824787b86bdd6977f0e3a46629592db7e63d58aa479f419adb63e6ed710000c1a49817f9051071f7d85ccf89d1,Femenino,22,Bogotá D.C.,6,2019-12-04 15:45:40.637679-05,,Ciudad
231,0dacf17c-581e-4771-958d-3b0fa91991b2,ea0d5e724dd00230bbf0a7ebc7efebaf06cb3e1606593251cb252097a08a28409811a468caa4a61a0ca6c9eaed8f58a8bbee8264071c65219777cf1324d904b2,Femenino,22,Valle del Cauca,4,2019-12-04 16:06:14.285088-05,,Ciudad
232,4060fa93-2054-4498-9273-7c4a8a13b6b9,a1842ce7bb9f24a50fc6241fe725913275243ed616b7c64001c68409d9eff8a964cc4fa730e7eaed26dfd9911a2fccb36010098ac7fe070f0bbbbfa3dad81290,Femenino,47,Bogotá D.C.,0,2019-12-04 16:07:09.21961-05,,Ciudad
233,b22890d2-55fb-46eb-ad39-a79804e59a49,558e1405cd2de7c7b1fa862fcceb5ab4b1c8f43a46005fc8308250776b04bfc1a9bb1cf66d30cda34c8ca9bdcd9d4b5029202946e4be78a880bdd79752a671a8,Femenino,44,Valle del Cauca,5,2019-12-04 16:08:51.632544-05,,Centro Urbano
192,360626e2-fcc6-4b9c-8a87-f479272594e3,3f2ec8aca649e148490f91e3cd5ae8dad82737a00a518c7877abde2226dd50b4bd60d99b12d1c7f7f95ea0ec55c8be041218d1d5e4290f595f5fef2fee7c360c,Masculino,20,Bogotá D.C.,5,2019-12-04 10:25:05.082421-05,,Ciudad
193,ef1784a3-4cdb-4801-9978-4aafe3da0a48,7c5d7fde24f6a1453c806a46026c56d58dffaa8b1880911d17946f342bf3366ed48a4d177342c75760cf4ed0a5ecd21dab895c5ae14c3254986eb4b7beb15884,Femenino,22,Antioquia,0,2019-12-04 10:42:44.520966-05,,Centro Urbano
194,172833a5-4131-434b-85ed-a578a7190635,014424028f817042fa5fe85642f167b54bfb2d17c69bc1221caf2fe7b886b47475a52a48a3bb004288ad7969f451c714a46bf76b4b3305ed8aa55e89054b76df,Masculino,26,Bogotá D.C.,3,2019-12-04 10:45:11.737123-05,,Centro Urbano
196,19885bd5-1c7e-4cd7-9365-8425fc611c36,08b2149393fddaa81d1b446da3c597d30468d88af82942e34ccfb3ee0a4f3377372e1fba34516f44ebd48ee5a3004ef429f102d0b3738aee7216eb99fbc2f565,Femenino,23,Valle del Cauca,1,2019-12-04 10:53:12.979527-05,,Ciudad
197,014e5dbe-c920-4864-b10a-a77293227ce4,1c8d652120175b53b4d134ac40bb77d8285a94b08a849996d2f8ae7ab4e8c702b16a961ad48207895e8a8270c9b0dcaef852362e15046fe7d1dde69172c57beb,Femenino,24,Antioquia,5,2019-12-04 10:54:09.721105-05,,Ciudad
201,c2755458-41d9-405e-b3c6-96470e01b731,8904ca0387213a38dbbfa93db9aa0e5c44be74a2a70916cb910fedaf0779c3b3a9fc651a2b035af89ccc96b4d22f3408941fc0ca90b1e4a7438fc644fe70e231,Masculino,26,Bogotá D.C.,10,2019-12-04 11:20:57.086316-05,,Ciudad
202,c2755458-41d9-405e-b3c6-96470e01b731,8904ca0387213a38dbbfa93db9aa0e5c44be74a2a70916cb910fedaf0779c3b3a9fc651a2b035af89ccc96b4d22f3408941fc0ca90b1e4a7438fc644fe70e231,"",0,---,5,2019-12-04 11:20:57.243433-05,,Ciudad
203,ca2869d2-ee88-432e-a3bc-fa0287133c71,3d050a7ee10aadceb895065324fa535e9a2c7302d629745666afe4d511a1b2b89af147e1ce32769c9f49899a801304fa88cb8fbabeb1ed027ce6d4816b8e5e06,Femenino,20,Antioquia,4,2019-12-04 11:21:01.2257-05,,Ciudad
209,0d48f7e3-f3cb-4abd-9a89-fa41c3af65c9,c8ba3d2abc7c5b821bbb5610fd12eefb35918f228c001683fb1ac4a3bd7340431c7629338b28166a7400b6a5450f5aae6a773d817bf5649d7f380426da70d78a,Femenino,29,Bogotá D.C.,5,2019-12-04 12:49:19.787062-05,,Ciudad
210,a0ca0001-3bed-450f-8da7-a220e260d11a,87c74e7e6eb5e35902d3bcebeddf82e54ee0d5b8089b9559823a7769934b85da1119acc248538f36e321bb819f140ee3549e56272d9c1062b143441872d64f6c,Masculino,54,Norte de Santander,5,2019-12-04 12:51:10.743182-05,,Ciudad
216,ce18642f-3256-49e7-b4c7-f0b674704113,d9f113a120bdc348439edc0d3f6f4d8d6e68cc9cf7a483cbeee746a7fb6cb7336883b3a3c73274ccbe47fd84f31c381fd9998f14e5541c89b4c17441a33f012a,Femenino,22,Bogotá D.C.,4,2019-12-04 13:40:59.939866-05,,Ciudad
219,bd94a1a6-6575-4956-aed9-c343dddd57f7,6bce928f5ba145f222b8fed62a2117a42dfbc3b4bdc7a3610494f84ceb047a9c8cfd30f7489b8d6de9f735f84907daa00534eb5bc5eef15a072723ef28a1d991,Masculino,27,Antioquia,3,2019-12-04 14:01:58.01758-05,,Ciudad
220,b0fcaae2-49d5-451c-beca-04856ff26fbe,d776ef2c4a16d2056e9b32ea681f99e2473e03ed78fe2fddb5f9599c0fbe077d4705094a74b7a573844e84392abfc858c6215a8aeefe45b68f980d80e659b52f,Femenino,24,Bogotá D.C.,7,2019-12-04 14:26:59.789735-05,,Ciudad
222,70e0b9e3-155a-404a-a690-f4e1f70d8790,61986fc7e0e79f5963abbfb0f2c9a623f7a37ad0a578a9b7d7d70f76178048cd445be7af22b55acfc0c7f9cd27e1bca0d959bb2fef2bddb00c1d1926d06b163e,Masculino,29,Tolima,4,2019-12-04 14:51:17.811134-05,,Ciudad
224,6ae9e774-7f08-4690-b84b-cb67852c3ecd,dc0aed30beb995cb38ac6781abb8d6b587af9753e810217d2793b8dd9aecae79a8eb106833ef0b06e039b0aa39afd3a7a5fb5319ddc6e15239c3feada824c32f,Masculino,33,Bogotá D.C.,2,2019-12-04 15:11:36.256934-05,,Ciudad
227,468950ad-42a3-45e4-add3-b86f68863488,1c89051c3a590bfabe7655b5088c3c50c374b7c914a7cc4bff259b6b715dd0ddd74ca09fde647112f4c2424d0349a86039cec6509c234871870fe21204bd6de8,Femenino,26,Antioquia,5,2019-12-04 15:20:42.590988-05,,Ciudad
228,b234d7c7-996b-4460-9c31-ead2db0056d5,162a383b90d4f9d538d3408209070a777a275837ef8dfdb1335840279ed47176e96dd632dd0b0a574261cd41f7ebfd20d51a072687ce6834454888d8c3a1fe7f,Masculino,43,Bogotá D.C.,5,2019-12-04 15:22:39.454982-05,,Ciudad
229,fb0572eb-c88f-46ac-8c04-e3d51bf09a32,1ebde62d5fb2e02c445369e85a4ef5961f7d923acac06006a34cf3cfc9e4cdb840ef07725624dffdae88648d69945b21fb34909f109349459c3c7557f05e3ecc,Femenino,18,Cundinamarca,5,2019-12-04 15:32:46.210149-05,,Ciudad
234,4730f2f3-c479-4305-8e9d-87f988c2a7c5,fe157d7d65cc2823e854106062dda2e32859dcf41b6bb8bc367cf0df02f286c853c758d745a24f66ffc51f2a51cf84c003c5654c881814f5c057cd7117ac37a5,Masculino,31,Bogotá D.C.,7,2019-12-04 16:10:53.00671-05,,Ciudad
236,abccd79f-3738-4ccc-bbcf-c205ff37f956,d42cf9e84a281730203fd9f1eab954df8ad48639a1c4d4d509b1a05fff30bc9dfe8e057f2699c10f25c390ded733c975f92c72ca66899acd08bee8f864c042e4,Masculino,36,Atlántico,5,2019-12-04 16:40:27.37912-05,,Ciudad
238,def6ef19-254a-40ce-8409-882e9d627b19,311308bb64e5aba48e5e83db49b2108482dce1ed53d89feba52c35280ed7dfe6256e3b2d54e12903941062cf92786123b6b2d1f31385fb79a1b1bd4ae7302303,Femenino,66,Cundinamarca,5,2019-12-04 17:10:58.242749-05,,Ciudad
239,0a0bba36-995b-41ce-ad9f-357773029a96,9e656de0d6ed5b3ff5ca8302ea3208b0880722d0104f00a53ea0b38bb9ba8158dbfe4fc5b9f1f33ed40f17133ae6fd0732bf50810a4d9d768cf1d409b10f2e99,Masculino,27,Bogotá D.C.,3,2019-12-04 17:18:36.303223-05,,Ciudad
240,b7b35c09-fa15-47e0-bd5f-89decf79f475,8dc9ab7ce940b106ac25f3e7708e715d094ab346839e3f77f5ee6be92560cf99fdcdcb7eaf568eeee32bec585ab16843e4c2e7e13c70aaa1282b9f0b640fc23b,Masculino,28,Bogotá D.C.,5,2019-12-04 17:39:48.533056-05,,Ciudad
241,12763653-b72c-4ff9-81c0-75f03cd2fa44,2c3d92785b7c9b59acac9429b7d898a6e118f4b87c10eea2fdfea9911dd6e91695ee40a55e6a3ab62ac69ae3b41ad662ac00c45ecd569829eca381f57413a309,Femenino,19,Bogotá D.C.,3,2019-12-04 17:51:39.324385-05,,Ciudad
242,193cc749-b838-4a26-ad40-01b224afa5d7,4adb284940da28d380d7285326cd4123bb5dc1af694ef4e74a6e0c740903372ff2fbbe3a04595dc99499477cd21814db74beafca8da99d1b3ebfbe594655fa8d,Masculino,25,Bogotá D.C.,6,2019-12-04 18:37:28.029673-05,,Ciudad
243,595abaf5-a67d-4d49-94dc-1c7e9b9b83b5,a48a49fb9a5f5f2065817aa547edd326d0be65706ae5612cde264b08fb3b7598e40f9a31c6dc6c0077c760239026c89c7577d222b9f7c07d5255788d32328403,Femenino,38,Santander,5,2019-12-04 18:40:21.594192-05,,Ciudad
244,e1f81636-d89c-4aa9-a17a-75d615489aff,0de2965bd32169fa48fe0d706176d94c343eda15a74f18621cef21b559cd23cf97aa4a6e23a2d4e86c7d8d3ca089131f52f84053b05216b3c8d246debfb2b507,Masculino,20,Risaralda,5,2019-12-04 19:05:41.244355-05,,Ciudad
245,1e395c31-a61a-4c8f-ad69-babf76a1eaf1,e6b86eab0f098aabff1ea039392cab6bb0b71ce00646ad13e33418750fc77cb9f8cc7c78c8690c90805eb0934525150436a2cedea34da5c803417ed2e6163651,Femenino,36,Norte de Santander,5,2019-12-04 19:25:24.355025-05,,Ciudad
246,de8e7c32-e403-4613-803c-f8e9b153045c,2a57689e2ba54919644e624a48be64f4e628bb755f659f90d0f43c3ece6c218c42a0db28dd816f5c2a5fa19b93c17c08cf26c1375fc92c38c064c4709ba54465,Femenino,65,Tolima,5,2019-12-04 19:26:29.875401-05,,Ciudad
247,ef1d8e67-10a9-46fd-be91-19662cf5bab7,9db141bdfdad927d10640486fa82eeff32e5deb6d62366ec1569a8fe175b4c4dc7e8e194fc61a8482c458b2acf106b9c1b2cc7c315a33cd9759a45d11a0fa372,Masculino,21,Antioquia,4,2019-12-04 19:52:59.529573-05,,Centro Urbano
248,2e1d35e7-48f0-4c42-ad3a-741dc4d9e099,3483a374f9907170da0314c356ff66b9b764b95c2218f81a9597308889889076408ea7c612159b9945da3513cf41099d8a2996e3b06c4cfd23a3aa8be2025305,Masculino,52,Bogotá D.C.,5,2019-12-04 20:00:41.494918-05,,Ciudad
249,a3dc8613-faa2-4bbc-ade9-d3a9d6a27421,25158e32ba557986e0f7e1be4097ebd5897485abf2872a67dcb20e1cd7455d838a4b3444adfb2de8cea5df516c0fe6b613ecc8bbf27d6afd74a0ee42640bd731,Femenino,37,Atlántico,6,2019-12-04 20:06:13.260876-05,,Rural
255,fdc84161-8015-4025-ab29-a982fcd5d778,bcfef381e6f906462e803936fa8794ed98d85cd5f89ca1327b06da271e89d2a7615a71f92c52082b803488f4565b804e0363fe8f4bb14c21f7ad94423b92543c,Femenino,21,Bogotá D.C.,3,2019-12-04 20:25:34.016714-05,,Ciudad
256,2b3856f8-a671-4971-a2db-47fdac7694f2,4b069311eeb57ccb038dc7b8922bd1c861ac1da8a197511152d8c01c600a3f5dedbde1916489914b581ace5f25ee667e29564ed2e0d5d9cf3dc54591636d3d9b,Masculino,42,Bogotá D.C.,5,2019-12-04 20:28:59.128006-05,,Ciudad
261,50aeb411-221c-4dec-acf6-a2225f747308,9e4b415e85f6feee8de74d6062d28e310eb705786fb900fe3f79f17395c8681661a26e8f0624c4691da139a5a1e1919e16c10650de9b2175b38fd421949b4d61,Masculino,23,Bogotá D.C.,6,2019-12-04 20:57:32.499043-05,,Ciudad
263,f4e91720-eeee-4c89-a355-e3c22c7f56a1,8d3c713f040108f64244cf6446bc9d9ee071a683c5293933131d2a9d42521b301a0b52e564e2fc3039a2bbee324116b8bef590ec96d176761d479ee231141c04,Masculino,15,Antioquia,3,2019-12-04 21:19:20.58424-05,,Ciudad
264,92e6a7b0-3c64-42ce-9dd9-1cabda4efed4,bf1673c8223ed287c9934c0b9f92c0020d3321f1089915e7065e3a94b3d6d2a480c5d5db62bb94109d9697a975e4866d118cfdff1ab78776443689324b998440,Femenino,37,Norte de Santander,5,2019-12-04 21:25:29.872198-05,,Ciudad
269,542929b2-a840-4839-8622-a0e6be9fffaf,ad60ce07c27fdf4841f06c514b468a7f5d8ed83c10ab0002a46d7d23e4586a367f4e5d489777c7cb6fc25fb3a05b26238c88c7dd76bfe1cb2955b212be5430c9,Masculino,28,Bogotá D.C.,10,2019-12-04 21:42:21.570474-05,,Centro Urbano
271,378466e3-ea45-4977-bb5d-9f321540d093,6c43570ec6d3e38ba5514d0fa5509bd8ae0f748b5fd0edbe9b32e56e68edfeacb6fc47af406135284db64ef231b483bfcac72eeecded05cad2ea4034f1580bff,Masculino,26,Cundinamarca,4,2019-12-04 21:47:51.027925-05,,Centro Urbano
272,b898f0e4-8b5e-428b-b618-59e3f255b0e3,d7c7da8cea9ab7710836c06f0699ae9cbfef8f69fa4be6b048893fa4355db9140c9a51162bccbbb05275c42ba20335084aee720bc902aa60353b8f4d552705ab,Femenino,20,Bogotá D.C.,6,2019-12-04 22:06:19.156191-05,,Ciudad
273,71366342-f146-4333-a82f-95eee630f659,c462a16acca9a9d84205136cfcdfbe7224c6974c3b0c4c859ed9aba4e1332db23e190d09646e68cf2bdef905852e3bc84e515cde36f1a92f5a8ea0640a5afbd5,Femenino,42,Bogotá D.C.,3,2019-12-04 22:06:31.030836-05,,Ciudad
274,15c92a87-2d1c-484d-8c41-224ee020484a,6dede4804df0126e98be628a34dfe9e1b5265f8b00874ed6ad1233d6b1163d98545664a466003954909cfee023dbaaab0ef57b7208b5d324118eb0c552e9fe34,Femenino,20,Antioquia,5,2019-12-04 22:18:21.848309-05,,Ciudad
280,60497c65-11c3-44bb-8303-dd68a7d0924a,8a055b4a02fe51a0f21bde2ba5b7848224d86c0ac8b66b4f06a10b16a353eb220c9be9ac6f41f11237084e54d2e8705b5c924ebe266882ef7a08aca2a4efc755,Masculino,24,Antioquia,2,2019-12-04 23:11:14.47233-05,,Ciudad
281,1249cb3a-289f-41a9-a339-4f18a6197f54,fa3cd22b32f9149ff3b24db5dffcd3523bb48e658508426cb7d5035a49e71971e3e4d8f0e1287376568abe571d1102092c0edfa9835fc26997519566e75e3533,Masculino,24,Antioquia,4,2019-12-04 23:19:06.490464-05,,Ciudad
285,1b4d8494-d820-4571-aeaf-7d799d5831a8,6308b965150a2b0a27a74f934ae2dba7d24e3b34a58ce7988a64fa149c7b7a9a1d70d46041db5a0b7e39b11736971b995869606889c5e5a0d6654524cfcf7456,Masculino,37,Santander,2,2019-12-04 23:38:19.999803-05,,Ciudad
287,04a85a6c-f5a6-4749-b06a-4a506621fd98,f88e4017ad99e6c5ce55bfb7481fe89dc81c269534913e372c2a539c212195fdb1cf60f1617861c5b1dd12af8f9e7604d1f326d6e611fd19b366501d8e6ff777,Masculino,47,Santander,3,2019-12-05 00:01:16.723382-05,,Ciudad
288,6ef24654-01b6-4f41-9071-218db70b2399,8224064e74fd777a143221f02701b9f214f3291947c705275f0cf8411da288c6e1705e0732caffd366da1792ce5214541a1e63c27be36b7cd4b1756e7a2c1ecb,Femenino,17,Risaralda,3,2019-12-05 00:20:31.906433-05,,Ciudad
291,0647d3d5-aacc-4f25-be18-91bc4035cfd9,04a7ccf3031022d0cdb25406607a27e6395ef192e305f8fdc60717d9a88530bbe587b9a1d15b252b2ccf35f69d5d9aa7c8078bf055df01e73aaa22a2c7e29861,Femenino,38,Valle del Cauca,5,2019-12-05 03:00:35.011065-05,,Ciudad
292,3d7241a1-6fa2-4e21-939c-c365ba2e363a,cdb19ccdff6eaf6adf8f7c20f1878800432d3ee921f51cdd029ba1002455ba0d5a77ba2189d8e932c5a353d7d9ed8dc1551fac9c19cb40cc2df6ce16abf94925,Masculino,27,Santander,5,2019-12-05 03:14:19.504103-05,,Ciudad
294,5a228f66-352d-4601-aeda-2dc4ad1219fd,836f308a51ef3dc6a1631bb69647d19cf379c384a3192aff54ed4a19b64a1aaf366c2d58c0f5a4c273963d10009f31d07ac5fc7fa9efa329c2cb480b7aeceb1a,Femenino,30,Valle del Cauca,5,2019-12-05 04:33:05.771009-05,,Ciudad
296,4c066d57-b530-4d28-9ca0-01d40fe89bf5,c5a4e18369946e6dfc0205b81da75eb7c05f22c4429c80aadfaae86cd6b5bca794b2f575e53c83fa3a4159f9703d8e98bd527aa4101be7547865f538fee67ee3,Femenino,34,Bogotá D.C.,4,2019-12-05 05:24:05.177472-05,,Centro Urbano
300,bd02517b-0e2b-43d2-a253-a37f39c4f39e,03660599cb393020e0bcca8525220ecf9e7da106f04444c18f4e7815757fcfb55844b97419c3a4aefa03e3e1addd7b16749ae7303bf1df9c7851d31f686693d6,Masculino,28,Bogotá D.C.,8,2019-12-05 07:17:16.201503-05,,Ciudad
301,e97b60e5-56cb-4154-b014-ed1b186fa1b1,5681451147a6b25936e7ae11cfbeaf67cee0fc4e39795c07522a641ab6c6070c5c7601f846399ac40f5367d94aaf27a21b57f73fc309ee0640b10d00ea2e4e65,Masculino,24,Norte de Santander,5,2019-12-05 07:21:53.404218-05,,Ciudad
304,35e76b1e-2b94-4e9e-8148-634174e1014e,f6a6320a8cc880d2c419467b94e4de27061a79b25f882fdfdfde541197cd8143c99dd09762803adad930df70fe14aab0317079b8a627d9d657c813565e6c8009,Femenino,33,Bogotá D.C.,3,2019-12-05 08:55:13.569438-05,,Ciudad
305,c5a9862d-16b8-4140-ad89-0d8109d3f86f,069911e4303e68b8d524c52522924db055da7c4e2e7ea02a438dc46e39177d2d0a4ff840c94a42dc268b2b1256fab52d8a8d215e9118374c217b6b5f798ac249,Femenino,27,Bogotá D.C.,5,2019-12-05 09:42:22.17015-05,,Ciudad
306,bba3898a-8f4f-4cb9-b004-d8ff079eff43,8c66f4e220ecce36022462c8ba0fe7fedfe9e961378f2baeb6fea901b032308335202098a0f3c2032de1d93dbf09dbd21bc036defbb2f55822ef404755f6712d,Femenino,36,Valle del Cauca,3,2019-12-05 09:44:10.170513-05,,Ciudad
307,49e3de37-c96d-4986-9ebd-dc72de14a75f,754fbb2a2853f458d4fcf496e7323f0638d0e928c2dc6b4dc1db540013e538a0cf8bdd1d3ddd9afe550e8a65f9a387660e0254e149847c5502febbddd716c752,Femenino,32,Valle del Cauca,2,2019-12-05 09:51:34.624342-05,,Centro Urbano
308,62461ae8-bb50-4706-be63-c0d58fd82ce2,6c2cc6507c17606804a53d635b6adddd63b7e8d5fb7e1164d1c89353d14259b3a8c75337715bbc4bf3607d11397b5f5a6e1cbd66f26fcf269e597b16ff02fe67,Masculino,35,Amazonas,7,2019-12-05 09:51:42.74566-05,,Centro Urbano
311,31b561b5-cf2a-47ac-9786-28c722403289,42536d936a8fdcba5409b5e198e9678b25bb986c75acbecbeb70059fabb8afbf53a0ea38372de7b861f8283b0a4f4fca99386b627210da0e9b16921fc3d68438,Masculino,36,Valle del Cauca,2,2019-12-05 10:28:31.678465-05,,Ciudad
250,b77630b2-be76-4f77-a9e6-a65f00fc3b9c,881cfd51cab7d85654f17994a17d8a090a8c5d0e31df8fe61b4d3d0aa15b4880016f73431f507300463c19464f41a1e6396dc52e3edfbf418e58568530bc10cb,Masculino,39,Bogotá D.C.,5,2019-12-04 20:06:19.087701-05,,Ciudad
251,37eb7289-d3d9-4b37-a54e-c9a3b87e952c,978d2c38e8ea58ad9246133c97809b77f974e70901099ed96aa358f35b9b23f2f7619e453f6a7d6ad25b9bcb0603e2cb9d743ec1e67f14419bd9c271fb4ae36a,Masculino,27,Bogotá D.C.,6,2019-12-04 20:13:52.736924-05,,Centro Urbano
253,1ee6da10-2ca7-40fa-a326-67166d3727f6,c4f0da12eefe926ad31d615fe153a13fbd4232990033f3d4e674ba2fed6b8b8d5a57fb1cd864142d3dca064d7f40f9bf1d06385708ff6365b8a9dd14b9afe72c,Femenino,34,Antioquia,5,2019-12-04 20:22:25.854318-05,,Rural
257,da13cc98-13e0-4e1f-8c83-77b27b549d0b,b0ef07961aec3c536ff5af7ccb85831796418a8d4053758026cd10724f24b437340723b7b2b9895fb4d80b66bac714e58f02e39b448e6cf592576344a0075bb0,Masculino,25,Bogotá D.C.,5,2019-12-04 20:30:18.31727-05,,Ciudad
258,f82c428b-3df3-48cf-aca8-810d72ff2609,b4c096ab4744e25167ac8d20b7347a05c192e66cb2af6473ac904fdc15892722b0c41445236b6ed7a8791267507056a970a8440b974c40d352dc8cdddcd3c944,Masculino,28,Nariño,2,2019-12-04 20:33:51.087135-05,,Ciudad
259,e251faa9-d81f-4deb-9b18-55020e11cba1,c38fdac7fe3210378ded55fe9527ac34adc1dbb8f5499888f46bf6e20ec99784d5e489584f24e53c43aac5a60002034f1e3d4dbc5f5f05aa14d3b9bbcad223e7,Femenino,53,Bogotá D.C.,3,2019-12-04 20:52:19.196197-05,,Ciudad
266,74f420cc-aa24-47d5-940b-cb908e1506c0,ce24730ebb8f506fd7531f32c69a481b3258711744e574b5984190624841058cbbdddfc8842b537e7a433922ba2b22dc5c25e362528dce43c0001a56e65297de,Femenino,24,Bogotá D.C.,5,2019-12-04 21:34:35.397364-05,,Ciudad
267,8aa87efd-8209-4190-8405-ba876651f996,2321c9bad4245a7e270d3e4be9045542b33b7cfb53ecf7c552709905f926556ca0fbcaf72ec3fef1f7b236daaca1bb25e57ae4579eafdce12f0974643ff1792b,Femenino,27,Bogotá D.C.,5,2019-12-04 21:39:11.534787-05,,Ciudad
276,b0267eac-cb3c-4a76-bb7f-b43f94a78723,65536a1997a9f8526b6a942a3c51b071834f968c6a30363a90a8dacfe715bb611104ec6b0f13f7bc100b6a2f03b53463f2e7a42e66dc08b52ee4f3db4724e95d,Femenino,40,Bogotá D.C.,1,2019-12-04 22:28:09.260245-05,,Ciudad
278,3a4966a1-4193-45c8-860d-11ac2f9e6d63,be707d5d3c18b631b95f890e308e9d40f40fe393c5fd84b369d7d6c183ef610ad7382639e3e0a606b170b3ee08997587f1d72b2e9c4917a96d811080864c336f,Masculino,34,Bogotá D.C.,7,2019-12-04 22:54:03.80857-05,,Ciudad
282,793f1827-17d1-41be-ad30-bce6f3d778e4,0620a65931638fe45af96757324299d42385cf8f1629c008d07b104f3efba89b9e13f23aa41210a4275e2c00e4f4e6dafa11cf83cd9af5dcd762437670a40c27,Masculino,18,Norte de Santander,4,2019-12-04 23:21:59.795899-05,,Ciudad
283,91c1cda3-790c-47b5-af78-5f95ac3f64c9,a06e66217ecd4f2e269fe8faa4b62c18437b7f310c598c5cafe635dfd67cca4dafd1dab1e08600d1d6d0590a94b2a92d21728976b7c8cd90f6fd976d7a0b868a,Femenino,19,Antioquia,5,2019-12-04 23:28:27.022141-05,,Ciudad
286,b3e19c47-deb1-46e5-885c-79585853d2a0,8ccaac888590d03ea660e434faa875e4233b12b3857bf6ca2a842b2e24eda11f47fa6f68f3e3442b63f1e9ad42305848c46990fa99f4e5254651330417c47946,Femenino,26,Bogotá D.C.,5,2019-12-04 23:49:05.314473-05,,Ciudad
289,a7f466b0-1223-4374-b28f-679824a8ffe8,d7eb67ce994cdbb93c6ca9818b228239a3e5b3700c4ad827d1f964e3aa19477250172700182c902263c63fca320ac48c66a9a7c370aaca44d319254e0ee2a146,Otro,60,Antioquia,5,2019-12-05 00:23:20.743492-05,,Ciudad
293,a29b7f2f-6790-4c43-8826-12cbac70fb70,517c025eaebd32127b04685b3c55332d31726d083e98a7c9def23e7fc0e633e4d09de7812050092d5ab384e2aaa9dcbe7473b97874878da037a6e92d7572744b,Masculino,27,Bogotá D.C.,5,2019-12-05 04:02:48.441962-05,,Ciudad
295,dbd74338-6991-4646-99de-41b05f9f3efb,43df8d353b70a54a0c8596ae92f9f873dc6071ed29785b154994936acdfcd6c6422bdafea6b109be6b5dfb2e35d751ed9ac35315ace4cfc48949b7c361dade71,Femenino,60,Antioquia,5,2019-12-05 04:55:52.387692-05,,Ciudad
297,e3051076-d079-4626-b85d-d369390e6e86,61c5aa404c8cc8c806ecd65a1a26b8589d7cdd0998ce73d2c25d4ff7ba84f0a483a9350bd67648bf08c9e649f6dd80300bb4dd1f8a818dfac439d060d21e3d2f,Masculino,34,Bogotá D.C.,6,2019-12-05 06:10:50.301228-05,,Ciudad
298,a1c2c6fd-f9af-44e3-b6d7-854e471ab850,0b2199efef152a87074ce210e405596f9cf941f2365e7a77212248ead31edfa55a51883ca2774ad6408babf431ca8c7c9f98f83db0e206a8bc09b4a28f6fa2b9,Femenino,18,Bogotá D.C.,4,2019-12-05 06:12:35.107768-05,,Ciudad
